customer_id,customer_name,MonetaryScore,RecencyScore,FrequencyScore,RFMScore,Value
14243,Jose Anderson,3,4,2,9,Med
7475,Dawn Schwartz,5,1,5,11,High
26258,Laura Smith,2,3,3,8,Med
29285,Susan Smith,5,1,5,11,High
28703,Willie Delacruz,3,5,1,9,Med
17841,Mark Simon,5,1,5,11,High
20239,Dawn Travis,4,2,4,10,High
9450,Corey Hudson,2,5,1,8,Med
26632,Ruth Mckee,5,1,4,10,High
22728,Renee Thomas,4,3,3,10,High
1891,Kelly Mercado,5,1,4,10,High
24337,Jennifer Fernandez,5,1,4,10,High
7345,Russell Perry,1,5,1,7,Low
47568,Sean Brooks,1,4,2,7,Low
30401,Peter Donovan,4,1,4,9,Med
49013,Lisa Jackson,4,3,3,10,High
12187,Zachary Garcia,3,4,2,9,Med
42382,Daniel Haley,3,4,2,9,Med
32618,Dawn Snyder,3,3,3,9,Med
38217,Joseph Steele,2,4,2,8,Med
17959,Samantha Barnett,2,5,1,8,Med
45098,Rachel Cook,5,3,3,11,High
25227,Matthew Gibson,1,5,1,7,Low
38080,Allison Nunez MD,3,3,3,9,Med
13858,Sara Barber,2,5,1,8,Med
45466,Aaron Gray,1,5,1,7,Low
39122,Joseph Johnson,4,3,3,10,High
12961,Derrick Kelly,4,3,3,10,High
2868,John Anderson,1,5,1,7,Low
22233,Yvette Garcia,3,1,5,9,Med
4320,Miss Ashlee Burke PhD,3,4,2,9,Med
31486,Douglas Massey,3,4,2,9,Med
42224,Mike Warren,2,3,3,8,Med
3626,Erik Roberts,1,5,1,7,Low
41293,Tina Campos,4,2,4,10,High
1257,Jerome Foley,1,5,1,7,Low
41639,Gregory Medina,4,2,4,10,High
4568,Stephen Murphy,3,4,2,9,Med
14285,Samantha Sullivan,2,3,3,8,Med
11515,Jenna Huffman,1,5,1,7,Low
16446,Melissa Singh,3,3,3,9,Med
44332,Michael Shields DDS,2,4,2,8,Med
10813,Maria Short,1,5,1,7,Low
48544,Angela Cruz,1,5,1,7,Low
36633,Dustin Hensley,2,5,1,8,Med
11042,Nicole Hogan,2,4,2,8,Med
9053,Karen Brooks,4,3,3,10,High
104,Nicole Best,2,4,2,8,Med
28629,Lisa Roberts,1,5,1,7,Low
18405,Karen King,2,5,1,8,Med
633,Eric Gordon,1,5,1,7,Low
49558,Jade Gross,3,4,2,9,Med
13476,Virginia Rosales,1,5,1,7,Low
19753,Rebecca Hayes,2,3,3,8,Med
27161,Maria Coleman,4,2,4,10,High
41632,Jennifer Stevens,5,1,5,11,High
38794,Kevin Smith,4,1,5,10,High
22677,Caleb Mendez,5,1,4,10,High
38775,Cynthia Armstrong,4,3,3,10,High
25256,Lauren Barrett,3,3,3,9,Med
28959,Jennifer Barnes,1,5,1,7,Low
37199,Rebecca Bell,3,4,2,9,Med
3009,Julia Allen,5,1,5,11,High
25599,Raymond Henderson,4,1,4,9,Med
39498,James Watson,4,2,4,10,High
47764,Mr. David Ramirez,4,1,4,9,Med
18422,Jamie Hernandez,1,4,2,7,Low
18745,Dr. Laura Johnson,2,5,1,8,Med
16391,Eugene Gonzalez,5,1,4,10,High
6671,Albert Rose,4,2,4,10,High
4564,Tyler Smith,4,3,3,10,High
9981,David Miller,4,1,4,9,Med
447,Lori Yang,1,4,2,7,Low
2605,Amber Hansen,3,3,3,9,Med
32014,Alejandro Bradford MD,5,1,5,11,High
2012,Samantha Taylor,1,5,1,7,Low
3736,Samantha Morgan,5,1,5,11,High
35793,Maria Patrick,2,4,2,8,Med
20406,Jill Smith,2,5,1,8,Med
7837,Peggy Thompson,3,3,3,9,Med
3083,Joshua Carson,3,3,3,9,Med
16023,Tammy Price,5,1,4,10,High
1294,James Mayer,3,2,4,9,Med
1533,Nicole Simmons,4,2,4,10,High
29142,Tony Coleman,4,2,4,10,High
20514,Amanda Gonzalez,5,2,4,11,High
23299,Antonio Thompson,5,1,5,11,High
42480,Felicia Barry,4,3,3,10,High
9142,Kevin Turner,4,2,4,10,High
13584,Sheila Summers,2,3,3,8,Med
37740,William Page,4,2,4,10,High
19756,Leslie Jones MD,5,1,5,11,High
19501,Ronald West,5,1,5,11,High
48216,Frances Jackson,2,5,1,8,Med
32930,Shaun Chambers,3,1,4,8,Med
34044,Michael Olsen,3,3,3,9,Med
1512,Teresa Smith,4,4,2,10,High
31595,Zachary Petty,5,1,5,11,High
39711,Curtis Franklin,4,2,4,10,High
32011,Jonathan Stephens,1,5,1,7,Low
11776,Linda Duncan,2,4,2,8,Med
47416,William Charles,5,1,5,11,High
49808,Jeffrey Mack,4,1,4,9,Med
48832,Jose Dunn,4,3,3,10,High
37104,Ashley Morgan,2,5,1,8,Med
28401,Eric Patel,4,1,4,9,Med
25510,Cindy Burton,3,4,2,9,Med
24367,Tonya Randolph,5,2,4,11,High
49310,Brianna Flores,5,2,4,11,High
49425,Ronnie Dawson,3,3,3,9,Med
21832,Robin Cherry,3,3,3,9,Med
2036,Cynthia Todd,3,3,3,9,Med
48733,Cassidy Williams,5,1,5,11,High
42803,Randy Moreno,5,1,5,11,High
11694,Jillian Davis,2,5,1,8,Med
8891,Ashley Smith,4,1,5,10,High
30657,Kimberly Harper,1,3,3,7,Low
40964,Amy Robertson,1,4,2,7,Low
42016,Anthony Schroeder,4,1,4,9,Med
27726,Tammy Whitaker,2,4,2,8,Med
48837,David Johnson,5,1,5,11,High
40653,Devin Thomas MD,1,5,1,7,Low
9835,Kelly Macdonald,1,5,1,7,Low
43334,Amanda Moss,3,3,3,9,Med
24323,Steven Pearson,5,1,4,10,High
47001,John Burke,2,3,3,8,Med
26541,Guy Page,5,1,5,11,High
16788,Kelly Ortiz,4,3,3,10,High
25609,Catherine Lynch,3,3,3,9,Med
14449,Kathleen Lambert,4,3,3,10,High
3556,John Sullivan,5,1,4,10,High
46101,Stephanie Duncan,5,1,5,11,High
5763,Michelle Miller,5,1,5,11,High
45365,Bruce Todd,3,2,4,9,Med
28688,Melissa Stevens,3,1,4,8,Med
45823,Stephen Hernandez,5,1,5,11,High
44855,Kristin Gregory,3,4,2,9,Med
45915,Amy Merritt,1,5,1,7,Low
7362,Mackenzie Moreno,5,1,5,11,High
35977,Kelly Thomas,5,2,4,11,High
22517,Brandi Carey,4,1,5,10,High
9893,Morgan Neal,5,1,5,11,High
1267,Geoffrey Smith,3,1,4,8,Med
36351,Brandi Martinez DDS,2,4,2,8,Med
42663,Taylor Lambert,5,1,5,11,High
44080,Kyle Randall,2,3,3,8,Med
17493,Claudia Peterson,2,4,2,8,Med
14039,Joshua Osborne,4,3,3,10,High
1317,Mrs. Martha Thomas,5,1,5,11,High
47555,Darin Singh,3,3,3,9,Med
10326,Travis York,1,5,1,7,Low
14490,Jimmy Miller DDS,4,3,3,10,High
8062,Kylie Hill,1,5,1,7,Low
47225,Dana Terry,3,1,4,8,Med
35999,Edward Taylor,1,5,1,7,Low
10148,Ashley Rodriguez,3,3,3,9,Med
43770,Alison Frazier,2,5,1,8,Med
15929,Pamela Walker,2,5,1,8,Med
1914,Theresa Johnson,3,4,2,9,Med
12371,Crystal Robinson,3,4,2,9,Med
47223,Shannon Hatfield,4,1,4,9,Med
8207,Elizabeth Salinas,5,1,5,11,High
34979,Shelby Hill,4,1,4,9,Med
22435,Jennifer Williams,3,2,4,9,Med
26124,Donna Ruiz,4,2,4,10,High
3973,Cathy Martin,4,1,5,10,High
39116,Michael Anthony,1,5,1,7,Low
18507,Michael Joyce,1,5,1,7,Low
5021,Kyle Martinez,2,4,2,8,Med
27084,Bonnie Brown MD,3,3,3,9,Med
23640,Mary Wilkinson,2,4,2,8,Med
9799,James Nichols,2,5,1,8,Med
34535,Kelly Hurst,1,5,1,7,Low
29580,Oscar Wilson,1,4,2,7,Low
12449,James Owens,1,5,1,7,Low
41222,Matthew Carlson,5,1,5,11,High
25704,Laura Calhoun,2,2,4,8,Med
30444,Wendy Robinson,2,5,1,8,Med
33049,Rhonda Hines,4,4,2,10,High
38287,Catherine Snyder,5,2,4,11,High
12683,Dr. Stephen Weiss,4,2,4,10,High
23574,Mark Brown,5,2,4,11,High
15209,Erin Anderson,3,2,4,9,Med
3609,Jeffrey Ellis,1,5,1,7,Low
19748,Mr. Bradley Barnes,2,4,2,8,Med
6017,Jim Marquez,1,5,1,7,Low
45675,Ivan Huff,2,5,1,8,Med
22507,Mitchell Stark,4,1,4,9,Med
28807,Elizabeth Johnson,1,5,1,7,Low
25217,Charles Young,3,4,2,9,Med
37477,Roberto Brown,2,5,1,8,Med
6948,Kenneth West,3,4,2,9,Med
8789,Robert Elliott,4,3,3,10,High
20972,Jessica Johnson,1,5,1,7,Low
3382,Jane Hanson,1,5,1,7,Low
4430,Shari Jackson,1,5,1,7,Low
28578,Michelle Barnes,1,5,1,7,Low
49618,Kelli Dougherty,1,5,1,7,Low
7851,Joe Ashley,5,1,5,11,High
12310,Richard Thomas,1,5,1,7,Low
2041,Levi Bennett,3,4,2,9,Med
28385,Steve Scott,3,2,4,9,Med
19704,Michael Carrillo,3,3,3,9,Med
35056,Melissa Roach,5,1,5,11,High
30453,Marie Garcia,2,1,4,7,Low
8770,Jennifer Mckay,5,1,5,11,High
25680,David Little,5,1,5,11,High
4880,Brent Norris,4,3,3,10,High
17559,Marco Cardenas,5,1,4,10,High
11705,Jeffery Potter,1,5,1,7,Low
34504,Darrell Murphy,4,3,3,10,High
15271,Ariel Hall,3,3,3,9,Med
44997,David Bell,3,1,5,9,Med
23946,William Gutierrez,4,1,4,9,Med
10284,Nicole Dunlap,2,3,3,8,Med
30516,Brian Casey,5,1,5,11,High
19700,James Torres,5,1,4,10,High
28046,Christina Costa DVM,1,5,1,7,Low
48978,Kelsey Ryan,3,4,2,9,Med
34521,Patrick Morgan,5,1,5,11,High
47078,Raymond Marsh,1,4,2,7,Low
41550,Caleb Flores,5,3,3,11,High
23183,Linda Bishop,4,4,2,10,High
28695,Debbie Jones,1,5,1,7,Low
25853,Michael Callahan,3,4,2,9,Med
24992,Joseph Hamilton,2,5,1,8,Med
2673,Sonya Garcia,5,1,4,10,High
5165,Jeremy Washington,3,4,2,9,Med
39136,Kristen Cook,3,3,3,9,Med
8949,James Palmer,5,1,5,11,High
17074,Diane Wilson DDS,2,3,3,8,Med
49018,Richard Wright,4,2,4,10,High
6888,John Cuevas,5,2,4,11,High
36700,Dr. Daniel Robles,3,4,2,9,Med
33642,Timothy Rodriguez,2,4,2,8,Med
15942,Aaron Washington,4,2,4,10,High
11958,Donna Daniels,2,2,4,8,Med
1595,Edwin Brown,2,4,2,8,Med
49210,Ashley Stewart,1,5,1,7,Low
46853,Stephanie Johnson,3,3,3,9,Med
27990,Melissa Martin,3,4,2,9,Med
10050,Melissa Mora,5,1,5,11,High
25701,Dawn Butler,1,5,1,7,Low
18488,Christopher Lowe,3,4,2,9,Med
18334,Victoria Adams,4,3,3,10,High
22937,Craig Dyer,3,4,2,9,Med
3763,Christina Jacobson,4,3,3,10,High
4195,Jeanette Shields,1,5,1,7,Low
8928,Jenna Warren,4,2,4,10,High
15840,Joseph Johnson,1,5,1,7,Low
33986,Donna Smith,2,1,4,7,Low
18767,Sherri Garcia,2,3,3,8,Med
48414,Brian Shaw,5,1,5,11,High
49952,Mark Roberts,4,2,4,10,High
42719,Jessica Stout,5,1,5,11,High
38641,Gregory Baker,4,2,4,10,High
31454,Crystal Clay,5,1,5,11,High
2773,Veronica Bailey,5,1,5,11,High
7246,Paul Leonard,1,4,2,7,Low
18402,Ethan Todd,3,4,2,9,Med
27813,William Carter,2,3,3,8,Med
28289,Timothy Lambert,3,3,3,9,Med
440,James Vaughn,5,1,5,11,High
5683,David Ferrell,4,1,4,9,Med
9953,Matthew Anthony,2,5,1,8,Med
20802,Jose Roberts,3,4,2,9,Med
48179,Jesse Alexander,5,1,5,11,High
16957,Ryan Nelson,5,1,5,11,High
22287,Lucas Turner,1,4,2,7,Low
30611,Richard Long,5,1,5,11,High
41179,Rita Bass,2,5,1,8,Med
5090,Emily Edwards,3,3,3,9,Med
536,Kathryn Stevenson,4,1,5,10,High
12175,Stephen Young,4,2,4,10,High
40380,Gregory Wheeler,3,2,4,9,Med
5340,Kristin Rivera,5,1,4,10,High
46309,Kelly Clarke,3,2,4,9,Med
25811,Bruce Morales,2,4,2,8,Med
47366,Jose Jackson III,4,3,3,10,High
15157,Jason Wilson,3,3,3,9,Med
26826,Lindsay Anderson,2,3,3,8,Med
34758,Sandy Mckee,4,4,2,10,High
21569,Robert Day,2,5,1,8,Med
33790,Crystal Pierce,1,5,1,7,Low
18896,Lisa Cooper,5,1,5,11,High
6914,James Hampton,4,4,2,10,High
11144,Benjamin Vang,4,2,4,10,High
28553,Hector Murphy,3,3,3,9,Med
2837,Kristine Charles,4,2,4,10,High
35093,Michelle Cox,5,1,5,11,High
7538,Brian Stewart,3,2,4,9,Med
46718,Debra Wilson,5,1,5,11,High
18392,Tammy Mejia,4,3,3,10,High
23118,Tara Hill,4,1,4,9,Med
36123,Lance Page,5,1,4,10,High
6778,Ana Smith,1,5,1,7,Low
36021,Jennifer Gentry,5,1,4,10,High
26455,James Huang,3,4,2,9,Med
14258,Ariana Anderson,3,1,4,8,Med
25913,April Pollard,2,4,2,8,Med
2488,Joy Barton,2,3,3,8,Med
38026,Steven Chaney,3,4,2,9,Med
4641,Leslie Smith,4,3,3,10,High
40405,Michelle Hawkins,4,1,4,9,Med
34577,Rebecca Quinn,4,1,4,9,Med
22088,Thomas Doyle,2,4,2,8,Med
24720,Christopher Stuart,1,5,1,7,Low
49546,Jacqueline Stanton,2,4,2,8,Med
38113,Jamie Stone,5,1,4,10,High
18403,Erin Dillon,2,5,1,8,Med
14219,Elizabeth Hanson,2,5,1,8,Med
26696,Gregory Cunningham,5,2,4,11,High
28041,Brian Ryan,4,3,3,10,High
20575,Jill Smith,4,1,4,9,Med
10040,Thomas Callahan,2,5,1,8,Med
21151,Stephen Nguyen,5,1,4,10,High
42234,Michael Coleman,3,4,2,9,Med
24717,Amy Cook,1,5,1,7,Low
1522,Joseph Welch,4,2,4,10,High
39239,Kenneth Baker DDS,1,4,2,7,Low
12591,Howard Taylor,1,5,1,7,Low
17598,Christopher Smith,4,4,2,10,High
30138,Michael Thompson,3,3,3,9,Med
25437,Scott Burton,1,5,1,7,Low
49302,Jesse Smith,3,4,2,9,Med
41428,Carl Ruiz,1,5,1,7,Low
728,Bryan Olson,2,4,2,8,Med
18480,Samantha Bentley,4,1,5,10,High
9770,Jeffrey Larson,3,5,1,9,Med
30990,Michael Chase,3,3,3,9,Med
4727,James Ford,3,3,3,9,Med
6747,Brittany Henderson,3,2,4,9,Med
28482,Joanne Gonzales,3,3,3,9,Med
13524,Colleen Lin,2,4,2,8,Med
14470,Karl Martin,2,4,2,8,Med
32848,Robin Woods,5,2,4,11,High
21626,Diana Willis,2,3,3,8,Med
26285,Nicole Mercado,2,5,1,8,Med
8629,Dorothy Cervantes,2,5,1,8,Med
1402,Jeffery Marshall,5,3,3,11,High
40811,James Wilson,1,5,1,7,Low
2577,Candice Nelson,1,5,1,7,Low
22649,Jason Elliott,2,3,3,8,Med
31995,Devin Webb,1,5,1,7,Low
10120,Sandra Jenkins,2,5,1,8,Med
27976,Sandra Guzman,5,1,5,11,High
679,William Johnson,1,5,1,7,Low
2221,Maureen Dalton,1,5,1,7,Low
29113,Christopher Murphy,3,3,3,9,Med
4029,Edward Peterson,2,5,1,8,Med
9532,Misty Lopez,4,1,5,10,High
2971,Monica Lewis,2,5,1,8,Med
11008,Mary Lopez,2,5,1,8,Med
15913,Larry Bailey,2,2,4,8,Med
37837,Jordan Johns,3,3,3,9,Med
10142,Henry Bruce,1,4,2,7,Low
1163,Cassidy Olson,4,3,3,10,High
27287,John Ward,2,3,3,8,Med
46145,Jason Williams,5,1,5,11,High
1617,Stacie Miller,2,3,3,8,Med
31553,Jason Brandt,3,2,4,9,Med
45895,Joshua Charles,3,1,4,8,Med
34595,Paul Marshall,1,5,1,7,Low
40434,Karen Macdonald,3,4,2,9,Med
42573,Laura Wong,3,3,3,9,Med
40089,Leslie Williams,2,5,1,8,Med
6743,Eric Wilson,4,3,3,10,High
10602,Brian Willis,4,3,3,10,High
32142,Mr. Jonathan Sawyer,3,4,2,9,Med
32640,Russell Cannon,3,3,3,9,Med
707,Brooke Barry,4,1,4,9,Med
19140,Jason Long,3,3,3,9,Med
29268,Kimberly Herrera,5,1,5,11,High
46268,Mr. Jared Jones,4,1,5,10,High
48656,Melinda Lopez,3,3,3,9,Med
31341,Lauren Gardner,5,1,5,11,High
19104,Bobby Brown,4,3,3,10,High
24292,Jessica Austin,5,1,4,10,High
8021,Karen Hill,1,5,1,7,Low
12107,Dylan Castro,1,5,1,7,Low
45592,Angela Grant,3,4,2,9,Med
13194,Laura Snyder,2,2,4,8,Med
24067,Donald Barnett,4,2,4,10,High
46735,Justin Adams,3,3,3,9,Med
45881,Allen Charles,3,2,4,9,Med
20783,Taylor Baker,5,1,5,11,High
20587,Jessica Pena,3,1,4,8,Med
36629,Lisa House,3,3,3,9,Med
38340,Katherine Turner,5,1,4,10,High
20663,Laura Mcclure,4,3,3,10,High
46217,Robert Hall,4,3,3,10,High
47828,Katelyn Hancock,5,1,4,10,High
37182,David Harris,3,3,3,9,Med
1361,Jose Johnson,3,3,3,9,Med
24179,Alyssa Ray,2,4,2,8,Med
19150,Janet Collier,1,5,1,7,Low
30114,Matthew Rice,1,5,1,7,Low
3326,Katherine Franco,5,1,5,11,High
46968,Wendy Howard,4,3,3,10,High
8009,Destiny Yates,3,1,4,8,Med
19944,Matthew Church,2,4,2,8,Med
17860,Derek Love,2,3,3,8,Med
29174,Jessica Meyers,4,3,3,10,High
44095,Cindy Burns,5,1,5,11,High
37796,James Sharp,5,1,5,11,High
12992,Kathryn Maynard,4,2,4,10,High
16269,Ann Ford,5,1,5,11,High
38512,Jennifer Flores,5,2,4,11,High
14685,Amanda Daniel,4,2,4,10,High
15675,Angela Dalton,4,2,4,10,High
11228,Jennifer Moran,2,3,3,8,Med
24150,Michelle Lee,5,1,5,11,High
23072,Antonio James,3,3,3,9,Med
43500,Anthony Cook,5,1,5,11,High
18147,Marie Christian,4,3,3,10,High
18160,Lisa Stephens,1,4,2,7,Low
46770,Nicholas Strong,3,4,2,9,Med
37846,Amanda Stone,4,2,4,10,High
24402,Christine Wood,1,5,1,7,Low
31383,David Bentley,5,1,4,10,High
2772,Michael Tyler,1,5,1,7,Low
40507,Stephanie Boyd,3,4,2,9,Med
36256,Stephanie Dawson,1,5,1,7,Low
32453,Marco Adams,3,3,3,9,Med
1329,Frank Rocha,5,1,5,11,High
48033,Trevor West,4,1,4,9,Med
7459,Joseph Santiago,1,5,1,7,Low
22892,Kimberly May,2,5,1,8,Med
19581,James Short,2,4,2,8,Med
242,John Roberts,4,2,4,10,High
9183,Samantha Taylor,3,5,1,9,Med
14544,Dustin Jones,1,5,1,7,Low
39785,Shawn Drake,1,5,1,7,Low
48100,Mark Perry,3,3,3,9,Med
14273,James Cox,4,1,4,9,Med
42909,Adam Anderson,5,1,5,11,High
25777,Paul Sims,5,1,5,11,High
43705,John Roy,3,2,4,9,Med
5268,Nathan Carey,5,1,5,11,High
40695,Steven Thompson,2,5,1,8,Med
6704,Jonathan Williams,3,2,4,9,Med
21051,Danielle Gonzalez,3,4,2,9,Med
19398,Jennifer Miller,4,2,4,10,High
17571,Maria Porter,2,5,1,8,Med
5102,Walter Yang,3,2,4,9,Med
20306,Erica Davis,4,2,4,10,High
8415,Erica Martinez,3,4,2,9,Med
27491,Kayla Scott,2,4,2,8,Med
22577,David White,4,1,4,9,Med
10787,Stacey Turner,3,4,2,9,Med
34295,Michael Carter,4,1,4,9,Med
44916,Tina Jones,4,3,3,10,High
14342,Tracy Horton,5,1,5,11,High
18863,Damon Ellison,3,3,3,9,Med
8551,John Smith,3,3,3,9,Med
46557,Cindy Richardson,4,3,3,10,High
8411,Barbara Patterson,3,4,2,9,Med
40979,Amy Young,2,2,4,8,Med
48040,Brian Smith,4,4,2,10,High
42523,Christy Jones,1,4,2,7,Low
19712,Shawn Strong,5,1,5,11,High
23953,Devin Montoya,4,1,5,10,High
24546,Sherry Johnson,2,4,2,8,Med
36118,Cindy Ross MD,4,3,3,10,High
7417,Virginia Rice,1,4,2,7,Low
30530,Virginia Phillips,3,2,4,9,Med
12942,William Simon,5,1,5,11,High
24817,Robert Gamble,2,3,3,8,Med
49357,Megan Jackson,1,3,3,7,Low
44044,Kathryn Mccann,5,1,4,10,High
6323,Donald Lynch,3,4,2,9,Med
11853,Lisa Griffin DVM,4,2,4,10,High
26657,William Bailey,3,3,3,9,Med
19647,Angel Brooks,1,5,1,7,Low
37827,Annette Stewart,2,3,3,8,Med
2298,Deborah White,3,3,3,9,Med
16984,Anthony Gutierrez,2,5,1,8,Med
29890,Brooke Orr,1,3,3,7,Low
36957,Jenna Hernandez,4,2,4,10,High
27322,Jennifer Jones,5,1,5,11,High
42274,Kyle Munoz,3,1,4,8,Med
37232,Amy Brooks,4,3,3,10,High
43352,Mr. Brandon Barker,1,5,1,7,Low
22176,Natasha Vance,2,3,3,8,Med
29867,Jeffrey Mata,1,5,1,7,Low
53,David Kim,1,5,1,7,Low
31657,Deborah Kirk,2,5,1,8,Med
3358,Ryan Gomez,2,5,1,8,Med
28230,Tiffany Rivera,1,5,1,7,Low
36963,Donald Choi,2,4,2,8,Med
28141,Diana Clark,2,5,1,8,Med
6284,Aaron Kelley,1,5,1,7,Low
9727,George Kennedy,1,5,1,7,Low
32593,Victor Cooper,1,5,1,7,Low
26845,Elizabeth Flores,2,5,1,8,Med
43555,Jaclyn Smith,2,5,1,8,Med
21788,Paul Garrett,1,5,1,7,Low
35221,Brittany Bender,1,5,1,7,Low
39185,Michael Graham,4,4,2,10,High
46161,Jamie Jefferson,5,2,4,11,High
46535,Jessica Reynolds,2,5,1,8,Med
33270,Tammy Anderson,4,3,3,10,High
26976,Susan Jackson,1,5,1,7,Low
12830,Mary Gonzales,1,5,1,7,Low
32272,Miss Cynthia Harris,1,5,1,7,Low
27164,Patricia Perry,3,3,3,9,Med
28102,Ruben Arroyo,3,5,1,9,Med
18702,Erin Miller,1,5,1,7,Low
26993,Veronica Williams,1,5,1,7,Low
30436,Casey Payne,1,5,1,7,Low
8626,Ralph Flores,5,1,5,11,High
39216,Sean Marshall,4,2,4,10,High
23918,Stacey Turner,2,4,2,8,Med
10395,Nicholas Marshall,5,2,4,11,High
24533,Jeffery Mathis,3,3,3,9,Med
18535,Carol Bryant,4,2,4,10,High
34720,Jeffrey Blanchard,5,1,5,11,High
22374,Marcus Rivers,1,5,1,7,Low
30315,Erin Green,4,4,2,10,High
14135,Francisco Mclaughlin,2,4,2,8,Med
44747,Daniel Flores,1,5,1,7,Low
9766,Nathan Clark,5,1,5,11,High
12283,Bryan Bailey,4,2,4,10,High
1597,Kimberly Torres,2,2,4,8,Med
27156,Hannah Martinez,2,5,1,8,Med
14387,Cynthia Parker,4,3,3,10,High
6123,Steven Fernandez,5,1,5,11,High
11556,Joseph Davis,5,1,5,11,High
15874,Susan Mcclain,2,1,4,7,Low
4008,Raymond Hernandez,4,1,5,10,High
122,Jordan Cook,4,1,4,9,Med
1686,Cindy Cruz,1,5,1,7,Low
4962,Jonathan Anderson,3,3,3,9,Med
48140,Jacqueline Petersen,2,4,2,8,Med
18154,Richard Daniel,3,3,3,9,Med
42402,Linda Webb,3,3,3,9,Med
32441,Diane Sanchez,4,1,4,9,Med
34197,Christopher Martinez,3,1,5,9,Med
23038,George Hale,2,2,4,8,Med
41327,William Wilson,3,1,5,9,Med
47732,Rebecca Cooper,4,3,3,10,High
34669,Meredith Duncan,1,4,2,7,Low
49663,Kevin Meza,5,1,4,10,High
41001,Michelle Nelson,4,1,4,9,Med
47491,Tim Tate,5,2,4,11,High
28375,Samuel Mueller,4,3,3,10,High
46453,Tiffany Williams,1,5,1,7,Low
35130,Kenneth Waters,5,1,4,10,High
6064,Richard Guzman,5,1,5,11,High
47042,Mario Ingram,4,1,5,10,High
10955,John Powers,4,3,3,10,High
33778,Bonnie Mejia,3,3,3,9,Med
38682,John Brown,3,3,3,9,Med
14229,Tina Phillips,2,4,2,8,Med
42506,John Griffith,5,1,5,11,High
31831,Malik Sharp,4,2,4,10,High
47539,Adam Morris,2,5,1,8,Med
16295,Richard Jordan,5,2,4,11,High
306,Melissa Lee,1,5,1,7,Low
42621,Alicia Salazar,5,1,4,10,High
5235,Christopher Wong,4,1,4,9,Med
27021,Lisa Sanders,2,5,1,8,Med
47329,Sarah Silva,5,1,4,10,High
46612,Natalie Davies,5,1,5,11,High
25103,Victoria Wood,1,5,1,7,Low
15576,Donald Wu,3,3,3,9,Med
17154,Shawn Johnson,4,1,4,9,Med
22835,Sarah Dunn,2,3,3,8,Med
27258,Edward Leblanc,5,1,5,11,High
289,Michael Baker,2,1,4,7,Low
6291,Jason Carey,3,5,1,9,Med
20307,Leah Stone,2,4,2,8,Med
26362,Amanda Green,1,4,2,7,Low
16332,Debra Thompson,3,4,2,9,Med
8966,Scott Martinez,4,2,4,10,High
11883,Cindy Fleming,1,5,1,7,Low
338,Michael Thomas,1,5,1,7,Low
13521,Autumn Vincent,5,1,5,11,High
13362,Elizabeth Lewis,4,2,4,10,High
20171,Brent Goodwin,5,1,5,11,High
41310,Maria Christensen,4,2,4,10,High
25747,Rachel Henson,4,4,2,10,High
43521,Bailey Butler,2,4,2,8,Med
9008,James Golden,3,3,3,9,Med
39643,Brenda Taylor,1,4,2,7,Low
16037,Ryan Jones,4,3,3,10,High
21224,Lucas Smith,2,5,1,8,Med
23139,Nathan Ochoa,1,5,1,7,Low
38,Chad Hendrix,1,5,1,7,Low
11997,Sharon Valencia,2,3,3,8,Med
32236,Amy Lewis,1,5,1,7,Low
44791,Jeffery Reed,2,5,1,8,Med
27397,Michelle Singh,5,1,5,11,High
37874,Jose Hunter,4,2,4,10,High
9693,Tracey Vincent,4,2,4,10,High
35194,Marc Oliver,5,1,5,11,High
9954,Robert Davis,3,4,2,9,Med
28576,Amber Johnson,1,5,1,7,Low
36268,Matthew Garcia,5,1,5,11,High
43357,Megan Mack,4,3,3,10,High
35589,Manuel Holland,5,1,4,10,High
47667,Erika Simmons,2,5,1,8,Med
40993,Katelyn Riley,4,3,3,10,High
49263,Andrew Allen,2,3,3,8,Med
28315,Christopher Rasmussen,4,1,4,9,Med
10707,Peter Garcia,2,4,2,8,Med
48402,Mr. Steven Hernandez DVM,5,1,4,10,High
18936,Scott Williams,3,3,3,9,Med
2167,James Woods,4,2,4,10,High
11375,Casey Roberts,3,3,3,9,Med
34327,Amber Powers,4,1,4,9,Med
23546,Jack Wilson,5,1,5,11,High
5282,Zachary Morris,3,3,3,9,Med
46387,Joshua Smith,3,1,4,8,Med
25374,Ryan Mullen,2,5,1,8,Med
17946,Jamie Travis,2,4,2,8,Med
38864,Linda Stewart,5,1,5,11,High
14823,James Johnson,4,1,4,9,Med
1102,Shawn Sanchez,5,1,4,10,High
38676,Thomas Mills,4,3,3,10,High
5758,Rhonda Friedman,3,3,3,9,Med
39021,Miss Sophia Rodriguez,4,3,3,10,High
17543,William Morse,1,5,1,7,Low
41783,Franklin Fields,4,2,4,10,High
47396,Jonathan Diaz,5,2,4,11,High
22081,Sergio Le,2,4,2,8,Med
48302,James Fletcher,2,4,2,8,Med
40204,Jonathan Reed,1,2,4,7,Low
37399,Joseph Thompson,3,3,3,9,Med
1375,Anthony Davis,1,4,2,7,Low
17697,Jeffrey Gonzales,5,1,5,11,High
11461,Christina Gordon,2,2,4,8,Med
20191,Latasha Adams,2,4,2,8,Med
24864,Valerie Thompson,5,1,5,11,High
15459,John Ayala,5,1,5,11,High
4022,Michelle Smith,4,1,4,9,Med
