customer_id,customer_name,customer_age,gender,order_count,orders_returned,total_churn,tenure_days,average_total_per_cart,total_qty_purchased,total_spent_historic
18190,Mitchell Gray,37,Female,5,0.0,5,1078,302.8,16,14526
36630,Stacey Smith MD,30,Male,5,3.0,0,604,302.4,13,11775
26740,Lauren Boyer,69,Male,6,4.0,0,1288,198.5,15,12470
20540,Kevin Wilson,22,Male,6,2.0,0,1137,344.1666666666667,16,20897
34840,Donna Torres,55,Male,6,4.0,6,1090,234.5,19,12146
6110,Jennifer Beasley,44,Female,9,4.0,0,1197,219.66666666666666,24,20906
39219,Andrew Nichols,62,Male,9,5.0,0,669,254.44444444444446,36,22854
6041,Christopher Henderson,45,Male,3,2.0,0,845,368.6666666666667,11,11653
3778,John Mcneil,45,Male,7,3.0,0,817,96.28571428571429,25,17751
20727,Monica Petty,65,Male,7,5.0,0,1214,107.14285714285714,25,14375
28389,Steven Rodriguez,39,Female,5,1.0,5,521,387.8,20,11404
34923,Jay Boyd,56,Female,3,2.0,0,941,241.33333333333334,10,11329
26545,William Johnston,46,Male,6,4.0,6,624,271.1666666666667,19,22462
20825,Rodney Martin,37,Male,2,0.0,0,576,252,6,3856
11085,Stephanie Mccoy,66,Female,6,1.0,6,1150,228.5,17,12836
37908,Mrs. Ashley Williams MD,40,Female,4,2.0,0,988,186.5,11,9422
46463,Emily Taylor,43,Female,7,3.0,0,584,243.71428571428572,22,14936
43320,Kayla Cooley,41,Female,3,0.0,0,553,273,8,8445
30829,Christopher Hill,34,Female,6,2.0,0,1197,241.5,21,17340
29030,Tammy Lucas,61,Female,5,2.0,0,982,150.8,12,12461
38559,Jessica Coleman,56,Male,5,1.0,0,1084,209.2,16,13590
12538,Sarah Hall,58,Male,3,1.0,0,573,190.33333333333334,6,11932
46884,Brian Mack,49,Male,6,1.0,6,1102,279.8333333333333,16,13793
14744,David York,59,Male,3,2.0,3,648,296.3333333333333,8,6159
6556,Nichole Deleon,22,Female,5,3.0,0,975,212.8,16,12544
7778,Danielle Nelson,60,Male,9,4.0,0,1232,305.8888888888889,27,27437
15061,Sean Stone,56,Male,10,4.0,0,1207,262.1,26,22631
13148,Carolyn Gordon,64,Female,4,2.0,0,749,313,15,15611
14093,Patricia Craig,64,Female,6,2.0,0,1094,206.33333333333334,19,18605
10772,Jacqueline Carr,53,Male,9,3.0,0,1010,222.77777777777777,27,25443
22206,Gabriel Haley,64,Male,7,3.0,0,1344,257.14285714285717,26,11253
41971,Denise Mathews,25,Male,6,4.0,6,1022,238.66666666666666,15,14045
25743,Douglas Mitchell,65,Male,5,2.0,5,1249,193.6,13,16180
39159,Anna Morse,19,Male,3,3.0,0,355,390,10,8093
31032,Gregory Anderson,66,Male,5,1.0,0,924,186.6,17,13161
29893,Shannon Kennedy,47,Male,4,0.0,0,631,308.5,12,7281
12512,Ashley Howell,69,Male,7,3.0,0,968,281.2857142857143,24,21188
48236,Tammy Miller,33,Female,7,4.0,7,998,261.2857142857143,29,15169
25050,Rebecca Johnson,53,Female,4,1.0,0,1117,127.25,9,10350
9591,Annette Adams,54,Female,7,5.0,0,1082,217.28571428571428,25,13864
46131,Jeffrey Dean,67,Male,8,2.0,8,1105,221.375,30,19592
36169,Michelle Mcdonald,40,Male,4,3.0,0,436,236,9,9557
12334,Daniel Bradley,66,Male,2,1.0,0,209,240,6,7343
32864,Jessica Martinez,49,Male,5,1.0,0,1074,188.8,12,13768
35658,Stephanie Jones,19,Male,7,3.0,7,946,257.57142857142856,28,19140
47260,Jonathan Gibson,56,Male,9,4.0,0,971,190.77777777777777,27,26923
35982,Brandy Newman,31,Female,7,2.0,0,1144,280.2857142857143,18,15667
48719,Jerome Davenport,67,Male,5,1.0,0,612,305,19,12279
43178,Ashley Daniels,58,Female,8,4.0,0,1045,214.875,29,22414
4294,Amanda Carroll,57,Male,3,2.0,0,804,326,14,13680
11984,Ashley Small,66,Male,6,2.0,0,468,347.6666666666667,17,13146
30790,Jacob Lewis,39,Female,5,3.0,0,910,332.2,15,12456
37270,David Woods,66,Male,5,0.0,0,817,322.2,13,19291
1355,John Smith,60,Male,2,1.0,2,19,279,7,5619
5252,Adrian Hughes,65,Male,15,6.0,0,1160,214.73333333333332,46,42137
35419,Michael Riggs,45,Female,4,2.0,0,697,268.75,8,5563
23416,Dean Young,21,Female,4,3.0,4,287,325.5,10,5665
8615,Jamie Griffin,43,Male,4,2.0,0,279,391,10,11806
15141,John Landry,18,Male,4,1.0,4,624,258.75,12,12868
19463,Bradley Mayer,68,Female,6,3.0,0,1307,237.5,18,16690
42327,Dalton Brooks,19,Male,8,4.0,0,889,302.125,28,18367
23906,Joan Oliver,43,Female,6,3.0,6,857,274.3333333333333,19,14464
11709,Miguel Rodriguez,70,Male,4,1.0,0,976,348.5,12,11439
5585,William Hernandez,62,Female,2,0.0,0,703,280,4,9100
40301,Eric Nixon,51,Male,9,4.0,0,884,227,30,22833
49448,Ryan Washington,27,Male,9,3.0,0,829,285.1111111111111,21,27781
29994,John Reynolds,63,Female,9,3.0,0,1085,344.1111111111111,25,22158
23796,Nicole Garza,58,Male,4,0.0,0,941,260.25,11,9502
15298,Sarah Mills,52,Female,3,0.0,3,350,367,10,9217
45026,Dave Heath,65,Female,6,2.0,0,881,214.5,19,20247
43455,David Reyes,50,Male,6,2.0,0,1076,387.8333333333333,17,17288
39555,Lisa Martin,19,Female,7,3.0,0,1310,194,16,17619
33244,Tara Marshall DVM,27,Female,5,1.0,0,1290,329.6,16,14954
20939,Tina Williams,60,Male,7,3.0,0,688,224.85714285714286,20,19014
13955,Heather Woods,20,Female,6,3.0,0,892,238.83333333333334,19,12284
16259,Cory Kim,25,Female,7,4.0,7,904,256.7142857142857,16,17874
25579,Andrea Gonzalez,66,Female,4,2.0,0,988,341.75,10,9527
15272,Laura Jones,27,Male,8,3.0,0,706,181.25,23,17169
48340,Kimberly Camacho,59,Male,3,0.0,3,989,193,11,12510
37625,Dylan Frye,54,Female,3,0.0,0,749,316,9,9251
13317,Michael Williams,30,Male,3,1.0,3,986,294.6666666666667,7,7141
47987,Christopher Hodges,55,Male,7,3.0,0,674,347.42857142857144,20,20156
30536,Angela Adams,70,Male,4,2.0,0,894,259.25,13,17695
42784,Sandra Copeland,34,Male,4,2.0,0,691,416.5,12,12890
4139,Brian Taylor,37,Male,6,2.0,0,1225,256.1666666666667,22,15606
9019,Brooke Hall,20,Female,2,0.0,0,870,225.5,8,4208
38867,Sara Rodriguez,37,Male,7,2.0,0,1203,302,21,18707
24620,Phyllis Smith,68,Male,4,4.0,0,368,278.75,10,9588
44709,Joshua Fuller,62,Female,4,1.0,0,1039,271.75,12,10912
29519,Jennifer Cherry,21,Male,4,0.0,0,1087,281,9,8307
27435,Harry Brown,56,Female,3,3.0,0,533,289.3333333333333,12,7545
38880,John Smith,29,Male,7,4.0,7,581,200.14285714285714,19,14048
40922,Jon Glenn,42,Male,5,1.0,0,931,239.8,15,7882
22541,Teresa Carr,40,Female,6,3.0,0,874,228.66666666666666,14,16662
21922,Travis Glass,18,Female,4,1.0,0,498,289.5,15,13697
28195,Tina Reese,24,Female,6,4.0,0,1184,191.83333333333334,23,18234
14310,Jacob Wilson,60,Male,6,2.0,0,851,216.83333333333334,20,11478
33863,Stephen Smith,66,Female,6,2.0,6,1170,287,16,11451
23273,Ann Phillips,47,Male,6,2.0,0,645,167.83333333333334,20,25508
15039,David Phillips,59,Female,7,3.0,0,939,224.14285714285714,22,17173
30339,Loretta Patton,49,Female,9,2.0,0,998,236.88888888888889,29,25421
26535,Kimberly Mayer,50,Female,10,4.0,0,907,217.9,32,34783
37765,Derrick Frost,28,Female,4,4.0,0,755,242.75,10,9521
18080,Robin Long,60,Female,7,0.0,0,1250,240.28571428571428,17,16827
31640,Stephanie Garcia,30,Female,2,1.0,0,423,154.5,10,5086
4706,Curtis Clark Jr.,29,Female,7,0.0,0,1282,238.42857142857142,27,18034
4658,Daniel Alvarez,18,Female,9,3.0,0,1015,243.33333333333334,32,24644
34100,Jessica Bates,68,Male,7,2.0,7,1045,242.57142857142858,19,19172
16167,Shelby Maynard,25,Male,3,1.0,3,541,438,8,10263
46578,Thomas Bowen,58,Male,7,5.0,0,871,177.57142857142858,23,16642
28187,Brian Vazquez,40,Male,8,3.0,0,1057,226.25,18,13365
1364,Sandra Gonzales,54,Male,8,5.0,0,1276,300,28,22422
46965,Jeffrey Snyder,30,Female,5,3.0,5,1312,241.6,11,10298
43272,Robin Dawson,50,Female,7,3.0,0,1025,219.14285714285714,20,20869
36815,Hayley Rush,26,Female,5,1.0,0,479,365.6,17,10250
20678,Tracey Miller,68,Male,7,4.0,0,1193,240.42857142857142,19,21326
44582,Kristen Hicks,24,Female,7,5.0,0,614,202.85714285714286,20,16956
49019,Tammie Chung,69,Female,5,4.0,0,1213,217.4,15,9306
46080,Kimberly Berger,38,Female,6,2.0,6,630,217.66666666666666,16,18248
42328,Keith Fleming,41,Male,6,3.0,0,1059,223,13,21442
29907,Natalie Martin,57,Male,1,1.0,0,0,87,5,1962
44056,Bianca Moore,43,Female,7,2.0,0,1309,225.57142857142858,30,14639
23935,Stephanie Morris,60,Female,3,1.0,3,261,260,7,6928
35408,Jessica Jones,67,Female,6,3.0,0,493,260.3333333333333,22,17592
31547,Stephanie Roach,28,Male,4,4.0,0,1141,314.25,16,10758
7117,Debbie Crawford,30,Female,5,1.0,5,1131,224.8,14,13490
24354,Daniel Gonzalez,56,Female,6,4.0,0,986,303.1666666666667,18,17201
15871,Nathaniel Schmidt,40,Male,7,3.0,0,878,280.57142857142856,22,21731
42876,Colton Foster,34,Female,5,2.0,0,871,260.6,19,9323
25768,Jonathan Heath,18,Female,6,3.0,0,945,313.5,20,10255
47541,Carolyn Romero,70,Male,8,1.0,0,1148,240.625,22,19789
24949,Keith Patterson,40,Female,5,1.0,0,886,189.6,16,17018
9588,Amy Herrera,37,Male,7,1.0,0,1242,250,20,12939
1453,Darius Gonzales,46,Male,6,2.0,0,819,267.1666666666667,19,10406
29959,Robert Stewart,44,Female,3,0.0,0,601,218.66666666666666,9,7734
41901,Chelsea Jones,20,Female,3,1.0,0,874,322.6666666666667,7,6889
42706,Kristen Kent,18,Female,7,4.0,7,962,371,19,18748
18492,Kristy Davis,37,Female,6,2.0,0,1072,233.33333333333334,17,13403
32294,Patrick Rodriguez,67,Male,2,1.0,0,1096,219,7,9789
5219,Linda Wright,67,Male,4,0.0,0,569,320.5,17,9251
29605,Ronald Brown,70,Male,5,3.0,0,565,335.4,13,13268
18398,Roy Rivers,20,Female,6,3.0,0,1118,198.16666666666666,21,18490
41714,Phyllis Baker,23,Female,5,2.0,0,1041,163.2,17,10318
24416,Gary Snow,19,Male,4,2.0,0,595,218,5,6739
41104,Brandon Peters,44,Female,5,4.0,0,1098,300,21,14038
25896,Gregory Lee,41,Female,6,5.0,0,630,171.83333333333334,20,13326
25118,Mr. Steven Anderson DDS,22,Male,7,4.0,0,1155,247.42857142857142,27,21451
33563,James Harris,58,Female,5,1.0,0,1244,272.2,17,16424
40161,William Weber,34,Male,4,1.0,0,959,288.5,16,11913
29079,Mckenzie Horton,19,Female,2,0.0,0,321,169.5,5,3030
13029,Tanya Lam,44,Male,2,,0,459,86.5,4,3493
17258,Christine Becker,36,Female,1,1.0,0,0,18,4,260
41962,Nicholas Barrera,48,Male,4,2.0,4,1125,236.25,11,14056
21944,Linda Mitchell,52,Female,4,2.0,0,865,318.75,10,11141
3252,Jessica Nelson,33,Female,4,2.0,0,869,282.25,10,9247
10067,Brittany Kennedy,26,Male,3,1.0,0,1079,163.66666666666666,8,10498
18572,Jennifer Reed,57,Male,4,2.0,0,199,263.25,10,12384
29451,Christy Morales,23,Female,5,1.0,0,581,155.4,21,12955
26303,Terrance Lawrence,24,Male,4,0.0,0,959,339.5,10,6786
8067,Katherine Nguyen,56,Male,6,3.0,0,1036,226.5,17,22484
31498,Glen Sawyer,57,Male,2,2.0,2,230,227.5,4,6633
5670,Frederick Miller,26,Male,6,2.0,6,883,234,25,14745
23027,Donna Townsend,32,Female,7,3.0,0,447,230.42857142857142,22,24290
35367,David Harris,64,Female,6,2.0,0,645,297.6666666666667,16,24219
9635,Kelly Chavez,63,Male,6,4.0,0,1181,341.1666666666667,16,15583
22799,Kari Sanchez,61,Male,5,3.0,0,874,265.4,17,14187
28871,Ricardo Daniels,57,Male,4,2.0,4,1052,119.25,11,12405
8866,Gail Scott,32,Female,3,1.0,0,375,258.3333333333333,11,7611
32556,Mark Reid,58,Female,4,3.0,0,1026,179.75,11,13781
4214,Emily Christian,63,Male,6,2.0,0,807,283.3333333333333,18,16059
1470,Sierra Morris,45,Male,8,3.0,0,987,266.25,28,24078
15591,Andrea Thomas,48,Male,4,1.0,0,834,323.5,14,11123
8158,Krystal Cox,50,Male,5,2.0,0,900,253.6,17,6676
9632,Jennifer Porter,36,Male,4,1.0,4,687,204.75,6,12415
1029,Philip Gardner,69,Male,5,3.0,0,859,248.2,12,12509
48437,Edward Wilson,61,Male,4,0.0,0,349,254.75,10,13522
19008,Ronald Soto,33,Male,9,1.0,0,1000,273.77777777777777,30,16731
28348,Raymond Hernandez,62,Female,8,3.0,8,1240,264.625,25,20865
29322,Gina Rivera,51,Female,4,1.0,4,523,310.75,16,7117
19302,Joseph Horn,61,Female,5,1.0,0,932,193.2,14,12985
1790,Carrie Kennedy,60,Male,6,4.0,0,1227,202.83333333333334,11,15363
49033,John Butler,65,Female,4,3.0,0,543,238.75,5,10490
6204,Dr. Christine Smith,53,Male,4,1.0,0,312,177,10,11768
37475,Kathryn Campbell,27,Male,4,0.0,0,654,274,12,7398
18862,Stacy Salinas,21,Female,4,3.0,0,853,333.5,11,10772
1607,Colton Moore,29,Female,4,2.0,0,1193,271.5,16,14161
9891,Charles Johnson,42,Male,6,3.0,0,1038,253.5,15,10662
43136,Nicholas Rivers,26,Female,3,2.0,0,974,145.33333333333334,12,10075
21074,Amanda Ali,18,Male,1,1.0,0,0,60,2,3979
19792,Debbie Sweeney,35,Male,3,0.0,3,456,170.66666666666666,4,10136
13099,Benjamin Fletcher,69,Male,4,0.0,0,610,208.75,14,16260
43775,Susan Anderson,70,Male,5,2.0,5,982,207.2,20,17518
26755,Nicole Lewis,27,Male,3,2.0,0,913,223.66666666666666,9,6700
912,Gregory Moore Jr.,49,Female,4,1.0,0,817,239.75,10,4619
30940,Sean Harris,21,Male,5,2.0,0,373,305.8,16,12770
5135,Alex Aguilar,60,Female,3,1.0,3,1197,370.3333333333333,10,7560
19203,Shelly Harris,36,Male,6,3.0,0,1172,321.5,15,18321
34357,Toni Holt,67,Male,5,2.0,0,674,209.6,16,9981
3424,Kevin Diaz,29,Male,4,2.0,0,250,235.75,9,9273
24313,Matthew Moses,33,Female,5,4.0,0,920,274.2,15,19718
16289,Reginald Scott,46,Female,2,1.0,2,515,196,2,5961
31402,Lisa Williams,20,Male,3,2.0,0,747,361.6666666666667,5,6988
31149,Todd Ali,41,Male,6,5.0,0,965,264.3333333333333,19,18426
17687,Ann Grant,55,Female,3,1.0,0,1242,249.33333333333334,9,10365
26620,Sean Romero,22,Female,3,1.0,0,689,350.6666666666667,5,7448
8378,Monica Haas,62,Female,6,2.0,0,836,275.5,13,19136
26296,Valerie Wheeler,21,Female,7,3.0,0,1306,221.57142857142858,23,25728
16720,April Berg,18,Female,5,1.0,0,407,308.2,13,13209
14910,Crystal Moyer,64,Male,4,0.0,0,987,77.25,10,8634
34367,Alexis Rivera,36,Female,2,2.0,0,683,212,6,4890
20270,Joseph Hodge,61,Female,3,1.0,0,953,195.66666666666666,12,8404
33364,Daniel Cook,59,Male,5,3.0,0,1261,295.8,20,13845
8916,Mark Graham,25,Female,4,1.0,0,966,209.25,13,11873
31538,Kimberly Petty,68,Male,4,2.0,0,1244,338.5,13,9044
20590,Joseph Douglas,52,Female,3,0.0,0,647,181.66666666666666,11,7398
3949,Christopher Stone,23,Male,4,1.0,0,171,179,9,7900
10997,Melissa Rodriguez,40,Male,5,2.0,0,634,325.2,10,15211
20071,Pamela Johnson,64,Female,3,2.0,0,644,273.6666666666667,9,7898
4843,Theresa Williams,36,Male,7,2.0,0,1119,392.85714285714283,23,13832
25092,Lisa Powers,25,Male,5,2.0,0,938,315.4,20,6519
27609,Melissa Khan,59,Male,6,2.0,6,1091,171.5,16,20676
6942,Samuel Larson,45,Male,6,1.0,0,1259,200.83333333333334,16,15469
24776,Michael Schaefer,26,Female,6,6.0,6,1233,269.3333333333333,15,15153
12134,Kimberly Lee,70,Male,4,0.0,4,1152,348,8,10181
45000,Mark Hernandez,38,Male,5,3.0,0,994,257.2,16,8732
1896,April Matthews,38,Female,6,2.0,0,1096,302,16,9674
37285,Tiffany Suarez,19,Female,2,0.0,0,517,285.5,7,3953
15902,Rhonda Johnson,49,Female,5,2.0,0,812,262.8,11,11072
27507,Misty Anderson,24,Male,3,0.0,0,468,270.6666666666667,7,7190
21545,Courtney Merritt,54,Female,4,1.0,0,1046,298,11,15863
46796,Deborah Martinez,64,Male,5,2.0,0,688,224.2,14,14668
39709,Bradley Flores,47,Male,5,0.0,0,759,350.6,14,9084
15439,Marissa Cohen,68,Male,4,3.0,0,970,265,11,11248
36173,Jody Castro,35,Female,6,1.0,0,976,237.66666666666666,22,19858
13426,Michael Nguyen,69,Male,4,3.0,4,1293,273,11,11347
24164,Melvin Williams,36,Female,4,0.0,4,388,190,14,10351
41264,Mallory Fox,63,Male,7,4.0,0,1054,312.7142857142857,22,13994
22240,Douglas Dickerson,62,Female,5,2.0,5,973,179,16,12990
47680,Jonathan Richardson DDS,56,Female,7,3.0,7,1059,169.42857142857142,22,20634
19534,Alan Moore,60,Male,5,2.0,5,971,350.2,15,14834
33347,Dave Kramer,53,Female,6,4.0,0,1021,311,13,23761
32611,Sheri Allen,68,Female,5,1.0,0,1154,265.2,17,12925
1938,Nicholas Simmons,51,Male,6,3.0,0,1107,381.5,15,14935
36074,Nicholas Frost,30,Male,4,0.0,0,1057,200.5,12,11474
24553,Timothy Haley,67,Male,3,0.0,0,519,216.66666666666666,11,9576
35088,Jose Lynch,42,Male,6,4.0,6,1075,289.6666666666667,18,14917
8164,Jimmy Brown,60,Male,5,1.0,5,727,231.4,13,15978
6200,Keith Garrett,33,Male,3,1.0,3,399,145.33333333333334,10,6859
10238,Allison Leonard,25,Female,7,3.0,0,1096,257.57142857142856,18,22466
11967,Denise Bailey,61,Female,2,2.0,0,41,208,8,6943
25441,Sarah Mcdonald,47,Male,5,3.0,0,761,262.6,16,10993
3997,Beth Walls,49,Male,3,1.0,0,349,324.6666666666667,13,7433
20628,Oscar Mueller,67,Male,4,0.0,0,755,329.25,9,15728
13931,Terri Watts,19,Male,7,4.0,0,1299,266.7142857142857,20,14710
19468,Carly Johnson,23,Male,3,3.0,0,428,380,13,6228
27682,Heather Winters,38,Male,3,1.0,0,694,163.66666666666666,10,5702
33209,Haley Ramirez,24,Female,6,3.0,0,1068,288.6666666666667,19,20193
24835,Jonathan Cain,64,Female,4,3.0,0,649,364.25,11,15918
20089,Thomas Adams,69,Female,4,0.0,0,590,253.25,11,11175
10799,Bradley Wyatt,52,Male,5,5.0,0,686,205.2,19,19137
23286,David Howard,48,Female,3,3.0,0,1186,163,11,3500
18741,Sarah Lee,34,Male,3,2.0,0,750,353.3333333333333,7,12199
41547,Johnathan Sweeney,23,Male,4,2.0,0,1291,188.5,13,12394
33815,Brenda Watson,23,Female,3,1.0,3,1160,297.3333333333333,11,5684
15191,April Guzman,22,Male,3,3.0,0,254,255.66666666666666,12,3220
21940,Patrick Werner,70,Female,5,2.0,0,789,270.6,20,15265
34072,Crystal Shepherd,59,Male,6,2.0,0,1052,319.3333333333333,19,19753
49262,Lisa Marks,45,Male,6,3.0,0,1023,342.1666666666667,23,10256
9721,Shelby Hill,47,Female,6,3.0,0,1234,264.5,14,16972
39540,Jennifer Blake,21,Male,2,1.0,0,3,135.5,8,4555
17494,Roberto Lee,65,Male,5,3.0,5,571,219.4,22,19238
34419,Anthony Pierce,38,Male,6,3.0,0,972,243.5,22,14431
28534,James Smith,55,Female,5,2.0,0,459,212.4,16,15931
42916,Timothy Miller,32,Male,4,0.0,0,863,282.5,9,5229
40323,Tom Gibson,21,Male,6,3.0,6,873,288.1666666666667,16,11761
48475,Robin Macdonald,30,Male,8,2.0,8,764,257.75,19,21067
35089,Andrea Parker,31,Male,10,3.0,0,1299,256.8,31,30127
4930,Kelly Dyer,38,Female,6,4.0,0,1098,247.16666666666666,20,18639
33442,Darryl Ryan,67,Male,2,0.0,0,381,420.5,6,7433
33240,Jeffrey Simpson,46,Male,4,1.0,0,577,304.5,16,10291
4696,Heather Gregory,19,Female,5,2.0,5,817,328.4,13,10369
27986,Adam Mullen,47,Female,4,1.0,0,725,271,8,10496
7079,Kimberly Allen,20,Male,7,5.0,0,1133,187.71428571428572,18,21012
28716,Elizabeth Baxter,21,Female,8,3.0,0,1141,197.125,16,21460
931,Janet Bennett,52,Female,6,2.0,0,1117,190,14,23997
16420,John Mcdaniel,34,Male,7,3.0,0,979,228.57142857142858,17,23189
29373,Jesse Miller,18,Male,5,4.0,0,760,376.8,18,15234
10613,Adam Meadows,48,Female,1,1.0,1,0,285,2,331
49238,Shelly Ramirez,23,Female,5,2.0,5,609,217.8,16,15022
5105,Brandy Walters,70,Male,8,1.0,8,781,325.625,23,19344
30265,David Castillo,20,Male,5,1.0,0,945,350.2,12,5066
5510,Richard Rose,52,Male,6,2.0,0,470,222.83333333333334,21,17674
9855,Stacey Roy,52,Female,4,2.0,4,729,185.5,10,8094
10510,Karen Jacobs,22,Female,4,1.0,0,1247,337.25,15,6324
27225,Abigail Jordan,68,Female,9,3.0,0,1185,278.8888888888889,26,29234
694,Jason Malone,40,Male,3,1.0,0,1240,378.6666666666667,9,11926
41348,James Castillo,64,Male,4,0.0,0,1058,196.75,17,13575
17305,Dr. Eric Miller,63,Female,5,2.0,0,1076,366.4,14,19412
36912,Debra Hampton,43,Male,5,0.0,5,693,186.8,15,11977
4621,Kimberly Harris,51,Female,5,1.0,0,1167,215.6,16,18087
17160,James Murphy,22,Male,8,2.0,0,1188,275.625,24,21019
33475,Anne Williams,68,Female,4,2.0,4,1081,264.75,13,12642
25741,Robert Gentry,68,Male,6,4.0,0,1271,299,18,17355
27055,Angela Walker,53,Male,1,1.0,0,0,248,3,808
1450,Brooke Howard,66,Male,4,3.0,4,1281,362.5,12,11579
21617,Jared Lin,57,Female,3,0.0,0,709,210,7,6384
42764,Amanda Howard,67,Female,8,4.0,0,871,267.875,16,16157
18837,Alexandra Jones,40,Female,5,2.0,0,1213,318.4,17,9146
47431,Sara Kennedy,18,Female,2,1.0,0,467,206.5,8,6055
44734,Mr. Kevin Davis,43,Female,2,0.0,0,227,349,7,6723
40448,Amanda Long,51,Male,3,0.0,0,346,241.66666666666666,9,7746
43347,Daniel Jones,48,Male,6,0.0,0,1122,237.16666666666666,17,15041
11738,Sarah Evans,37,Male,5,0.0,0,860,308,15,19438
30767,Brenda Hernandez,34,Male,6,1.0,0,1134,220.83333333333334,22,18248
23296,James Adams,18,Female,4,1.0,0,955,369.75,7,9874
26762,Jack Johnson,55,Female,5,3.0,5,1067,224.4,16,17980
369,Christopher Greer,59,Male,8,3.0,0,1093,235,27,28653
22861,Cynthia Marshall,40,Male,5,2.0,0,952,343.8,13,9084
23304,Jason Willis,53,Female,7,1.0,0,861,247.14285714285714,20,15124
32800,Jonathan Rodriguez,30,Male,3,2.0,0,838,273.6666666666667,9,10773
20526,Abigail Johnson,54,Male,4,1.0,0,800,251.75,20,11674
2463,Lauren Keller,39,Male,6,3.0,0,811,130.66666666666666,22,10192
49621,Julie Chavez,54,Female,4,2.0,0,503,166.5,17,10502
23024,Michele Ramos,61,Female,5,1.0,0,1035,250.2,20,19246
6920,Brian Fowler,40,Female,2,0.0,0,276,204.5,2,1513
9606,Jeffery Marquez,50,Female,3,1.0,0,748,261.6666666666667,5,6698
39189,Matthew White,48,Male,2,1.0,0,576,244,7,5016
45757,Teresa Martin,50,Male,8,3.0,0,776,291.125,28,21879
39318,Derrick Strickland,67,Male,4,1.0,0,944,280.5,10,11037
6989,Jessica Patton,66,Female,4,2.0,4,439,314,9,10079
7704,Jeffrey Rodriguez,30,Male,5,3.0,0,1097,286.4,11,17041
1703,Charles Mendez,49,Male,7,4.0,0,844,264.14285714285717,20,21208
17331,Kristy Harris,31,Male,3,0.0,0,533,215.33333333333334,9,13262
12489,Eric Reese,41,Male,2,1.0,2,706,294,4,4575
941,Angela Schwartz,53,Female,2,0.0,0,130,199.5,7,6210
24588,Damon Stein,69,Male,3,1.0,0,917,230,8,11400
23553,Jordan Mccarthy,36,Male,2,1.0,0,1244,270.5,7,6816
518,Kathryn Davies,33,Male,3,1.0,0,654,307.6666666666667,11,8213
48991,Heather Stone,61,Male,6,4.0,0,815,238.66666666666666,17,15444
42791,Robert Hurley,63,Female,4,2.0,0,1069,292.25,10,12140
31081,Keith Ball,60,Male,3,1.0,0,677,172,5,9787
34447,Kelly Barton,27,Female,2,1.0,0,908,347,7,3437
33774,Jennifer Turner,57,Female,4,1.0,0,663,250.25,12,10716
14898,Jamie Dixon,61,Male,4,2.0,0,542,306,12,9272
31425,Julie Boyer,63,Male,2,0.0,0,536,442,9,7508
15064,Matthew Riddle,43,Female,3,2.0,0,783,151.33333333333334,11,8919
40110,Stephanie Green,24,Female,1,,0,0,393,2,1844
13733,Anthony Taylor,27,Female,3,1.0,0,608,275.3333333333333,11,7964
22520,Sheila Martinez,20,Male,4,1.0,4,1073,364,19,8360
49695,Anne Montoya,19,Female,3,2.0,0,803,468.6666666666667,9,5578
7946,Carrie Olson,51,Male,4,3.0,4,883,297.25,15,14931
2754,Deborah Simon,25,Female,3,2.0,0,404,145,12,7435
12040,Daniel Jordan,37,Male,1,0.0,0,0,251,4,1217
14812,Jenna Thompson,66,Male,6,3.0,0,447,302.6666666666667,21,16919
6475,Alexander Park,24,Male,2,1.0,0,30,252.5,8,4460
43081,Walter Jones,18,Female,2,1.0,2,120,353.5,6,6852
38324,Alexis Johnson,59,Female,4,1.0,0,1049,292.25,11,9255
45045,William Riddle,26,Female,2,1.0,2,619,275,10,7572
14137,Gregory Salazar,52,Male,2,1.0,2,822,337,8,7221
7748,Alan Wright,58,Female,3,1.0,3,503,203,6,10598
48972,David Taylor,53,Male,2,1.0,2,8,267,4,7622
5666,Ashlee Hoover,50,Male,4,2.0,0,997,68.5,10,6594
6960,Christopher Ramsey,69,Female,3,3.0,0,163,266.6666666666667,13,13431
296,Shawn Osborne,21,Female,7,3.0,7,826,292.2857142857143,25,20804
28134,Jared Lambert,67,Female,8,2.0,0,858,268.75,29,25232
44987,Carolyn Graves,48,Male,4,4.0,0,855,287.5,10,8944
3638,Randy Keith,67,Male,5,1.0,0,949,284,8,8936
47253,Riley Thomas,70,Male,2,1.0,0,1000,236,2,9966
36246,Paula Goodman,50,Male,7,1.0,0,1063,303.7142857142857,24,19661
14914,Shirley Stevens,55,Female,10,2.0,10,923,202,28,27822
49716,Aaron Brady,29,Male,6,3.0,0,1027,216.5,18,10029
18039,Jasmine Schaefer,52,Male,7,5.0,7,975,313.85714285714283,20,21059
33544,Stephanie Johnson,57,Female,3,3.0,0,103,292,13,11978
40061,Charles Williams,41,Female,11,5.0,0,939,288.45454545454544,29,37172
41235,Kyle Flowers,56,Female,7,3.0,0,871,192.71428571428572,22,26045
34109,Ashley Gonzalez,25,Female,8,3.0,0,1328,338,22,25571
314,Lindsey Craig,36,Male,8,6.0,8,1177,313.75,24,18933
4419,Katherine Parker,68,Male,9,2.0,9,974,228.88888888888889,33,33795
18081,Amanda Moon,65,Male,8,5.0,0,1022,244.5,26,17189
